genomeversion	biastype	biassubtype	chr	start	end
hg38	transcription	ts	chr18	37243047	37566037
hg38	transcription	ts	chr18	42743227	43115692
hg38	transcription	ts	chr18	43267878	43277650
hg38	transcription	ts	chr18	45847609	45967274
hg38	transcription	ts	chr18	45983536	46072272
hg38	transcription	ts	chr18	46084144	46104334
hg38	transcription	ts	chr18	46476972	46657033
hg38	transcription	ts	chr18	46679118	46759257
hg38	transcription	ts	chr18	46808390	46920160
hg38	transcription	ts	chr18	46962768	46964644
hg38	transcription	ts	chr18	46968695	47024163
hg38	transcription	ts	chr18	47028202	47030078
hg38	transcription	ts	chr18	47032572	47035617
hg38	transcription	ts	chr18	47107403	47150520
hg38	transcription	ts	chr18	47134656	47176281
hg38	transcription	ts	chr18	47155042	47176374
hg38	transcription	ts	chr18	47219922	47249183
hg38	transcription	ts	chr18	47831551	47931144
hg38	transcription	ts	chr18	48026673	48410752
hg38	transcription	ts	chr18	48919853	48950711
hg38	transcription	ts	chr18	49043669	49461347
hg38	transcription	ts	chr18	49481658	49487252
hg38	transcription	ts	chr18	49481681	49491586
hg38	transcription	ts	chr18	49488481	49492536
hg38	transcription	ts	chr18	49783499	49813960
hg38	transcription	ts	chr18	49795793	49837623
hg38	transcription	ts	chr18	49822813	50195093
hg38	transcription	ts	chr18	50227193	50266522
hg38	transcription	ts	chr18	50266882	50281774
hg38	transcription	ts	chr18	50282343	50288304
hg38	transcription	ts	chr18	50798204	50825402
hg38	transcription	ts	chr18	51174550	51218304
hg38	transcription	ts	chr18	54152709	54224788
hg38	transcription	ts	chr18	54324358	54357964
hg38	transcription	ts	chr18	54901509	54959508
hg38	transcription	ts	chr18	55222331	55664787
hg38	transcription	ts	chr18	56597208	56651600
hg38	transcription	ts	chr18	57548283	57586772
hg38	transcription	ts	chr18	57600656	57622213
hg38	transcription	ts	chr18	57646426	57803101
hg38	transcription	ts	chr18	58481247	58628957
hg38	transcription	ts	chr18	59267035	59274086
hg38	transcription	ts	chr18	59275156	59318649
hg38	transcription	ts	chr18	59327823	59359962
hg38	transcription	ts	chr18	59430940	59697380
hg38	transcription	ts	chr18	60371331	60372768
hg38	transcription	ts	chr18	61808063	61894247
hg38	transcription	ts	chr18	62043567	62187118
hg38	transcription	ts	chr18	62838407	62838715
hg38	transcription	ts	chr18	63123346	63320128
hg38	transcription	ts	chr18	63327726	63367510
hg38	transcription	ts	chr18	63389190	63422483
hg38	transcription	ts	chr18	63637259	63644298
hg38	transcription	ts	chr18	63655197	63661963
hg38	transcription	ts	chr18	63934808	63942367
hg38	transcription	ts	chr18	66501083	66604138
hg38	transcription	ts	chr18	67506582	67516980
hg38	transcription	ts	chr18	68673688	68715298
hg38	transcription	ts	chr18	68899781	68902255
hg38	transcription	ts	chr18	69831158	69961803
hg38	transcription	ts	chr18	70003793	70205945
hg38	transcription	ts	chr18	70630519	70650744
hg38	transcription	ts	chr18	71732615	71788128
hg38	transcription	ts	chr18	72536680	72638521
hg38	transcription	ts	chr18	72742314	72868146
hg38	transcription	ts	chr18	73151241	73264480
hg38	transcription	ts	chr18	74073353	74147865
hg38	transcription	ts	chr18	74253295	74292016
hg38	transcription	ts	chr18	74435728	74457944
hg38	transcription	ts	chr18	75195108	75209348
hg38	transcription	ts	chr18	75409476	75427703
hg38	transcription	ts	chr18	76357689	76495190
hg38	transcription	ts	chr18	76794732	76822295
hg38	transcription	ts	chr18	76978827	77133683
hg38	transcription	ts	chr18	79515812	79516057
hg38	transcription	ts	chr18	79902420	79951664
hg38	transcription	ts	chr18	79972867	80033949
hg38	transcription	ts	chr18	80157232	80247546
hg38	transcription	ts	chr19	281040	291393
hg38	transcription	ts	chr19	305575	344798
hg38	transcription	ts	chr19	361750	376013
hg38	transcription	ts	chr19	405438	409139
hg38	transcription	ts	chr19	416583	460996
hg38	transcription	ts	chr19	463346	474983
hg38	transcription	ts	chr19	617223	633597
hg38	transcription	ts	chr19	647526	663277
hg38	transcription	ts	chr19	685521	695460
hg38	transcription	ts	chr19	812518	821967
hg38	transcription	ts	chr19	867962	893218
hg38	transcription	ts	chr19	896503	913240
hg38	transcription	ts	chr19	1009648	1021118
hg38	transcription	ts	chr19	1086595	1095599
hg38	transcription	ts	chr19	1107637	1174283
hg38	transcription	ts	chr19	1228287	1238027
hg38	transcription	ts	chr19	1397092	1401570
hg38	transcription	ts	chr19	1461143	1479556
hg38	transcription	ts	chr19	1481428	1490752
hg38	transcription	ts	chr19	1505018	1513604
hg38	transcription	ts	chr19	1554669	1568058
hg38	transcription	ts	chr19	1576640	1592883
hg38	transcription	ts	chr19	1578012	1605484
hg38	transcription	ts	chr19	1597172	1605481
hg38	transcription	ts	chr19	1609292	1652605
hg38	transcription	ts	chr19	1782075	1812276
hg38	transcription	ts	chr19	1815249	1848453
hg38	transcription	ts	chr19	1852400	1863568
hg38	transcription	ts	chr19	1876810	1885547
hg38	transcription	ts	chr19	1985448	2034881
hg38	transcription	ts	chr19	2037471	2051244
hg38	transcription	ts	chr19	2071038	2096673
hg38	transcription	ts	chr19	2100989	2164465
hg38	transcription	ts	chr19	2230094	2237704
hg38	transcription	ts	chr19	2252253	2269759
hg38	transcription	ts	chr19	2274632	2282182
hg38	transcription	ts	chr19	2289775	2308157
hg38	transcription	ts	chr19	2321521	2328616
hg38	transcription	ts	chr19	2425624	2427894
hg38	transcription	ts	chr19	2427638	2456996
hg38	transcription	ts	chr19	2511219	2702709
hg38	transcription	ts	chr19	2714567	2721418
hg38	transcription	ts	chr19	2717769	2740048
hg38	transcription	ts	chr19	2732204	2740152
hg38	transcription	ts	chr19	2754714	2783371
hg38	transcription	ts	chr19	2933218	2944971
hg38	transcription	ts	chr19	2997638	3047635
hg38	transcription	ts	chr19	3052910	3063107
hg38	transcription	ts	chr19	3474407	3480542
hg38	transcription	ts	chr19	3490821	3500940
hg38	transcription	ts	chr19	3538261	3574290
hg38	transcription	ts	chr19	3594506	3606840
hg38	transcription	ts	chr19	3610641	3626815
hg38	transcription	ts	chr19	3630183	3700479
hg38	transcription	ts	chr19	3750819	3761699
hg38	transcription	ts	chr19	3769089	3772235
hg38	transcription	ts	chr19	3777973	3802129
hg38	transcription	ts	chr19	3804024	3869032
hg38	transcription	ts	chr19	3958453	3971123
hg38	transcription	ts	chr19	3976056	3985469
hg38	transcription	ts	chr19	4041129	4043156
hg38	transcription	ts	chr19	4044364	4066945
hg38	transcription	ts	chr19	4090321	4124129
hg38	transcription	ts	chr19	4174109	4182604
hg38	transcription	ts	chr19	4292232	4302431
hg38	transcription	ts	chr19	4324043	4342786
hg38	transcription	ts	chr19	4360370	4400547
hg38	transcription	ts	chr19	4444999	4457822
hg38	transcription	ts	chr19	4502192	4517704
hg38	transcription	ts	chr19	4522531	4535224
hg38	transcription	ts	chr19	4528427	4540067
hg38	transcription	ts	chr19	4536409	4540474
hg38	transcription	ts	chr19	4542588	4559808
hg38	transcription	ts	chr19	4641374	4670370
hg38	transcription	ts	chr19	4675224	4724673
hg38	transcription	ts	chr19	4815932	4831704
hg38	transcription	ts	chr19	4838341	4867768
hg38	transcription	ts	chr19	4890437	4902867
hg38	transcription	ts	chr19	5158495	5340803
hg38	transcription	ts	chr19	5586999	5624046
hg38	transcription	ts	chr19	5678421	5680896
hg38	transcription	ts	chr19	5691834	5720572
hg38	transcription	ts	chr19	5782960	5784765
hg38	transcription	ts	chr19	5784005	5785619
hg38	transcription	ts	chr19	5784832	5791238
hg38	transcription	ts	chr19	5830610	5839731
hg38	transcription	ts	chr19	5842888	5851474
hg38	transcription	ts	chr19	5865826	5903787
hg38	transcription	ts	chr19	5866171	5903787
hg38	transcription	ts	chr19	5891276	5904006
hg38	transcription	ts	chr19	5916139	5978142
hg38	transcription	ts	chr19	5993164	6199572
hg38	transcription	ts	chr19	6212955	6279948
hg38	transcription	ts	chr19	6306142	6333629
hg38	transcription	ts	chr19	6375148	6379058
hg38	transcription	ts	chr19	6379569	6393981
hg38	transcription	ts	chr19	6413348	6424794
hg38	transcription	ts	chr19	6426037	6433779
hg38	transcription	ts	chr19	6436079	6465203
hg38	transcription	ts	chr19	6467207	6482557
hg38	transcription	ts	chr19	6494319	6502848
hg38	transcription	ts	chr19	6583183	6604103
hg38	transcription	ts	chr19	6663137	6670588
hg38	transcription	ts	chr19	6677704	6730562
hg38	transcription	ts	chr19	6729914	6737603
hg38	transcription	ts	chr19	6752160	6767588
hg38	transcription	ts	chr19	7037748	7040179
hg38	transcription	ts	chr19	7056209	7058640
hg38	transcription	ts	chr19	7112255	7294034
hg38	transcription	ts	chr19	7476875	7497449
hg38	transcription	ts	chr19	7619525	7629565
hg38	transcription	ts	chr19	7631611	7633748
hg38	transcription	ts	chr19	7688758	7702146
hg38	transcription	ts	chr19	7728957	7733906
hg38	transcription	ts	chr19	7739993	7747578
hg38	transcription	ts	chr19	7868719	7874441
hg38	transcription	ts	chr19	7898804	7903542
hg38	transcription	ts	chr19	7924487	7926166
hg38	transcription	ts	chr19	7926718	7943920
hg38	transcription	ts	chr19	7958579	8005659
hg38	transcription	ts	chr19	8065402	8149846
hg38	transcription	ts	chr19	8302127	8308356
hg38	transcription	ts	chr19	8308283	8321379
hg38	transcription	ts	chr19	8308606	8321396
hg38	transcription	ts	chr19	8322584	8343262
hg38	transcription	ts	chr19	8490056	8503112
hg38	transcription	ts	chr19	8510578	8514164
hg38	transcription	ts	chr19	8520790	8577577
hg38	transcription	ts	chr19	8580242	8610735
hg38	transcription	ts	chr19	8697401	8698822
hg38	transcription	ts	chr19	8809704	8832328
hg38	transcription	ts	chr19	8848844	8981342
hg38	transcription	ts	chr19	9102269	9103306
hg38	transcription	ts	chr19	9114598	9115763
hg38	transcription	ts	chr19	9126012	9126950
hg38	transcription	ts	chr19	9213850	9214866
hg38	transcription	ts	chr19	9294275	9309838
hg38	transcription	ts	chr19	9412596	9435578
hg38	transcription	ts	chr19	9466507	9498607
hg38	transcription	ts	chr19	9527991	9538627
hg38	transcription	ts	chr19	9560353	9584533
hg38	transcription	ts	chr19	9604680	9621399
hg38	transcription	ts	chr19	9648654	9675100
hg38	transcription	ts	chr19	9689924	9700776
hg38	transcription	ts	chr19	9751993	9793180
hg38	transcription	ts	chr19	9810267	9827816
hg38	transcription	ts	chr19	9853718	9936552
hg38	transcription	ts	chr19	9959561	10010471
hg38	transcription	ts	chr19	10092338	10102796
hg38	transcription	ts	chr19	10115017	10119920
hg38	transcription	ts	chr19	10133345	10231286
hg38	transcription	ts	chr19	10223844	10231272
hg38	transcription	ts	chr19	10304803	10309880
hg38	transcription	ts	chr19	10305427	10316015
hg38	transcription	ts	chr19	10305427	10316009
hg38	transcription	ts	chr19	10315471	10320678
hg38	transcription	ts	chr19	10316212	10333640
hg38	transcription	ts	chr19	10333776	10339823
hg38	transcription	ts	chr19	10350533	10380676
hg38	transcription	ts	chr19	10391134	10420121
hg38	transcription	ts	chr19	10486120	10503741
hg38	transcription	ts	chr19	10512947	10517931
hg38	transcription	ts	chr19	10553085	10566037
hg38	transcription	ts	chr19	10566462	10569059
hg38	transcription	ts	chr19	10572671	10587315
hg38	transcription	ts	chr19	10832438	10836318
hg38	transcription	ts	chr19	10922768	10928681
hg38	transcription	ts	chr19	11131520	11155808
hg38	transcription	ts	chr19	11164267	11197791
hg38	transcription	ts	chr19	11199295	11262481
hg38	transcription	ts	chr19	11322046	11346270
hg38	transcription	ts	chr19	11342776	11346518
hg38	transcription	ts	chr19	11377560	11384342
hg38	transcription	ts	chr19	11384341	11419342
hg38	transcription	ts	chr19	11420604	11435782
hg38	transcription	ts	chr19	11451326	11481046
hg38	transcription	ts	chr19	11466240	11505698
hg38	transcription	ts	chr19	11483427	11505923
hg38	transcription	ts	chr19	11505916	11529174
hg38	transcription	ts	chr19	11551147	11559236
hg38	transcription	ts	chr19	11574660	11579008
hg38	transcription	ts	chr19	11721265	11739009
hg38	transcription	ts	chr19	12014732	12035741
hg38	transcription	ts	chr19	12017888	12052967
hg38	transcription	ts	chr19	12043805	12056312
hg38	transcription	ts	chr19	12092843	12140407
hg38	transcription	ts	chr19	12132117	12156731
hg38	transcription	ts	chr19	12140217	12156731
hg38	transcription	ts	chr19	12224686	12294887
hg38	transcription	ts	chr19	12317477	12333720
hg38	transcription	ts	chr19	12349371	12365905
hg38	transcription	ts	chr19	12379189	12401274
hg38	transcription	ts	chr19	12390016	12401271
hg38	transcription	ts	chr19	12391949	12441082
hg38	transcription	ts	chr19	12429707	12441112
hg38	transcription	ts	chr19	12433103	12484816
hg38	transcription	ts	chr19	12461184	12513854
hg38	transcription	ts	chr19	12461559	12551474
hg38	transcription	ts	chr19	12525370	12551542
hg38	transcription	ts	chr19	12525720	12580975
hg38	transcription	ts	chr19	12577961	12640098
hg38	transcription	ts	chr19	12643831	12648397
hg38	transcription	ts	chr19	12646511	12666742
hg38	transcription	ts	chr19	12664828	12669397
hg38	transcription	ts	chr19	12668071	12671356
hg38	transcription	ts	chr19	12675717	12681902
hg38	transcription	ts	chr19	12688053	12696643
hg38	transcription	ts	chr19	12699194	12724011
hg38	transcription	ts	chr19	12730640	12734775
hg38	transcription	ts	chr19	12763003	12872740
hg38	transcription	ts	chr19	12796820	12801880
hg38	transcription	ts	chr19	12825478	12835428
hg38	transcription	ts	chr19	12875211	12881468
hg38	transcription	ts	chr19	12884423	12887181
hg38	transcription	ts	chr19	12898786	12919276
hg38	transcription	ts	chr19	12922479	12934037
hg38	transcription	ts	chr19	12954158	12957236
hg38	transcription	ts	chr19	13099033	13103161
hg38	transcription	ts	chr19	13104902	13117567
hg38	transcription	ts	chr19	13144058	13150383
hg38	transcription	ts	chr19	13206442	13623990
hg38	transcription	ts	chr19	13780070	13790158
hg38	transcription	ts	chr19	13882348	13906452
hg38	transcription	ts	chr19	13931187	13953392
hg38	transcription	ts	chr19	13961538	14007039
hg38	transcription	ts	chr19	14053365	14059159
hg38	transcription	ts	chr19	14081619	14085875
hg38	transcription	ts	chr19	14087840	14091036
hg38	transcription	ts	chr19	14091688	14118084
hg38	transcription	ts	chr19	14119509	14136956
hg38	transcription	ts	chr19	14149938	14206187
hg38	transcription	ts	chr19	14408819	14419380
hg38	transcription	ts	chr19	14472466	14475362
hg38	transcription	ts	chr19	14477760	14496132
hg38	transcription	ts	chr19	14514770	14529770
hg38	transcription	ts	chr19	14566078	14572062
hg38	transcription	ts	chr19	14619117	14690027
hg38	transcription	ts	chr19	14732393	14778541
hg38	transcription	ts	chr19	14792490	14835376
hg38	transcription	ts	chr19	14799146	14800211
hg38	transcription	ts	chr19	14840948	14841877
hg38	transcription	ts	chr19	14880326	14881452
hg38	transcription	ts	chr19	14950034	15022990
hg38	transcription	ts	chr19	15114984	15125785
hg38	transcription	ts	chr19	15159633	15200981
hg38	transcription	ts	chr19	15226919	15233435
hg38	transcription	ts	chr19	15236836	15332545
hg38	transcription	ts	chr19	15353385	15379801
hg38	transcription	ts	chr19	15380050	15419141
hg38	transcription	ts	chr19	15419981	15449951
hg38	transcription	ts	chr19	15451627	15464566
hg38	transcription	ts	chr19	15468645	15498956
hg38	transcription	ts	chr19	15807007	15808126
hg38	transcription	ts	chr19	15878024	15898120
hg38	transcription	ts	chr19	15912372	15934867
hg38	transcription	ts	chr19	16161368	16173525
hg38	transcription	ts	chr19	16355239	16472085
hg38	transcription	ts	chr19	16479057	16496192
hg38	transcription	ts	chr19	16479067	16628204
hg38	transcription	ts	chr19	16517889	16542530
hg38	transcription	ts	chr19	16549831	16572382
hg38	transcription	ts	chr19	16574907	16629062
hg38	transcription	ts	chr19	16577642	16660115
hg38	transcription	ts	chr19	16630751	16660442
hg38	transcription	ts	chr19	16892947	17026815
hg38	transcription	ts	chr19	17049729	17075625
hg38	transcription	ts	chr19	17231883	17245940
hg38	transcription	ts	chr19	17235940	17255448
hg38	transcription	ts	chr19	17249176	17282786
hg38	transcription	ts	chr19	17292131	17310236
hg38	transcription	ts	chr19	17323223	17334829
hg38	transcription	ts	chr19	17351448	17377350
hg38	transcription	ts	chr19	17402939	17405648
hg38	transcription	ts	chr19	17435509	17448567
hg38	transcription	ts	chr19	17436611	17460804
hg38	transcription	ts	chr19	17455425	17460954
hg38	transcription	ts	chr19	17601328	17688592
hg38	transcription	ts	chr19	17816512	17821574
hg38	transcription	ts	chr19	17824780	17848071
hg38	transcription	ts	chr19	18058995	18098949
hg38	transcription	ts	chr19	18196784	18204074
hg38	transcription	ts	chr19	18207961	18255419
hg38	transcription	ts	chr19	18257096	18274509
hg38	transcription	ts	chr19	18279753	18281622
hg38	transcription	ts	chr19	18306230	18323274
hg38	transcription	ts	chr19	18391144	18397617
hg38	transcription	ts	chr19	18434388	18438301
hg38	transcription	ts	chr19	18442663	18522127
hg38	transcription	ts	chr19	18531758	18544053
hg38	transcription	ts	chr19	18572220	18607741
hg38	transcription	ts	chr19	18782773	18791314
hg38	transcription	ts	chr19	18868552	18896727
hg38	transcription	ts	chr19	18868552	18896096
hg38	transcription	ts	chr19	18899514	18919397
hg38	transcription	ts	chr19	18907013	18934397
hg38	transcription	ts	chr19	18929201	18941261
hg38	transcription	ts	chr19	18990888	19034023
hg38	transcription	ts	chr19	19119169	19138513
hg38	transcription	ts	chr19	19145567	19192158
hg38	transcription	ts	chr19	19145568	19192591
hg38	transcription	ts	chr19	19176903	19192591
hg38	transcription	ts	chr19	19201410	19203424
hg38	transcription	ts	chr19	19255641	19262796
hg38	transcription	ts	chr19	19264364	19273391
hg38	transcription	ts	chr19	19276018	19321314
hg38	transcription	ts	chr19	19512413	19516029
hg38	transcription	ts	chr19	19561713	19618916
hg38	transcription	ts	chr19	19623668	19628930
hg38	transcription	ts	chr19	19629476	19643667
hg38	transcription	ts	chr19	19645198	19663693
hg38	transcription	ts	chr19	19710471	19733097
hg38	transcription	ts	chr19	19785839	19821751
hg38	transcription	ts	chr19	19936960	19937830
hg38	transcription	ts	chr19	19997058	20039506
hg38	transcription	ts	chr19	20535825	20565809
hg38	transcription	ts	chr19	20620061	20661596
hg38	transcription	ts	chr19	21291160	21329425
hg38	transcription	ts	chr19	21722766	21767628
hg38	transcription	ts	chr19	21804950	21852125
hg38	transcription	ts	chr19	21932958	22010949
hg38	transcription	ts	chr19	22179091	22196951
hg38	transcription	ts	chr19	22391019	22532485
hg38	transcription	ts	chr19	22756205	22784107
hg38	transcription	ts	chr19	22975468	23003176
hg38	transcription	ts	chr19	23221599	23250390
hg38	transcription	ts	chr19	23304991	23395560
hg38	transcription	ts	chr19	23525631	23687220
hg38	transcription	ts	chr19	23739195	23758891
hg38	transcription	ts	chr19	29207266	29213541
hg38	transcription	ts	chr19	29700814	29715457
hg38	transcription	ts	chr19	31274945	31349547
hg38	transcription	ts	chr19	32597007	32676122
hg38	transcription	ts	chr19	32830509	32869766
hg38	transcription	ts	chr19	32879002	32971991
hg38	transcription	ts	chr19	32978593	33064888
hg38	transcription	ts	chr19	33208665	33225850
hg38	transcription	ts	chr19	33299934	33302564
hg38	transcription	ts	chr19	33386950	33521794
hg38	transcription	ts	chr19	34593329	34675699
hg38	transcription	ts	chr19	34758074	34773229
hg38	transcription	ts	chr19	34956354	34964049
hg38	transcription	ts	chr19	35124513	35142451
hg38	transcription	ts	chr19	35224800	35228729
hg38	transcription	ts	chr19	35487324	35495558
hg38	transcription	ts	chr19	35497220	35513658
hg38	transcription	ts	chr19	35523367	35528351
hg38	transcription	ts	chr19	35550043	35563658
hg38	transcription	ts	chr19	35739157	35742453
hg38	transcription	ts	chr19	35739252	35745432
hg38	transcription	ts	chr19	35742527	35745445
hg38	transcription	ts	chr19	35754568	35758079
hg38	transcription	ts	chr19	35799988	35813299
hg38	transcription	ts	chr19	35825964	35869287
hg38	transcription	ts	chr19	35887653	35902303
hg38	transcription	ts	chr19	35904401	35908295
hg38	transcription	ts	chr19	36003307	36008793
hg38	transcription	ts	chr19	36009120	36014239
hg38	transcription	ts	chr19	36014660	36033343
hg38	transcription	ts	chr19	36034985	36054762
hg38	transcription	ts	chr19	36113710	36115346
hg38	transcription	ts	chr19	36150922	36152869
hg38	transcription	ts	chr19	36182286	36246257
hg38	transcription	ts	chr19	36336260	36379199
hg38	transcription	ts	chr19	36383120	36418656
hg38	transcription	ts	chr19	36445119	36489902
hg38	transcription	ts	chr19	36510695	36528660
hg38	transcription	ts	chr19	36534774	36605276
hg38	transcription	ts	chr19	36637192	36666853
hg38	transcription	ts	chr19	36714383	36772825
hg38	transcription	ts	chr19	36817428	36850787
hg38	transcription	ts	chr19	36888124	36916291
hg38	transcription	ts	chr19	37093019	37210512
hg38	transcription	ts	chr19	37106734	37172741
hg38	transcription	ts	chr19	37181579	37218153
hg38	transcription	ts	chr19	37411155	37469275
hg38	transcription	ts	chr19	37554782	37594772
hg38	transcription	ts	chr19	37613749	37692337
hg38	transcription	ts	chr19	37667751	37692322
hg38	transcription	ts	chr19	37689865	37719188
hg38	transcription	ts	chr19	37696363	37719790
hg38	transcription	ts	chr19	37735833	37817300
hg38	transcription	ts	chr19	37884823	37906677
hg38	transcription	ts	chr19	38211006	38229714
hg38	transcription	ts	chr19	38251237	38256591
hg38	transcription	ts	chr19	38305113	38317273
hg38	transcription	ts	chr19	38384265	38388082
hg38	transcription	ts	chr19	38409055	38426305
hg38	transcription	ts	chr19	38587641	38618882
hg38	transcription	ts	chr19	38730187	38769904
hg38	transcription	ts	chr19	38770971	38773492
hg38	transcription	ts	chr19	38801671	38813364
hg38	transcription	ts	chr19	38815422	38832005
hg38	transcription	ts	chr19	38817471	38840178
hg38	transcription	ts	chr19	38836388	38852347
hg38	transcription	ts	chr19	38867830	38878279
hg38	transcription	ts	chr19	38878557	38899862
hg38	transcription	ts	chr19	38908980	38912158
hg38	transcription	ts	chr19	38915266	38949855
hg38	transcription	ts	chr19	38915404	38949855
hg38	transcription	ts	chr19	38941404	38975910
hg38	transcription	ts	chr19	38990714	39032785
hg38	transcription	ts	chr19	39202831	39204266
hg38	transcription	ts	chr19	39243606	39245006
hg38	transcription	ts	chr19	39306568	39315336
hg38	transcription	ts	chr19	39328353	39342372
hg38	transcription	ts	chr19	39385852	39391195
hg38	transcription	ts	chr19	39433207	39435948
hg38	transcription	ts	chr19	39530990	39532854
hg38	transcription	ts	chr19	39538250	39540230
hg38	transcription	ts	chr19	39731250	39738028
hg38	transcription	ts	chr19	39825350	39834201
hg38	transcription	ts	chr19	39834458	39846414
hg38	transcription	ts	chr19	39889993	39891500
hg38	transcription	ts	chr19	39891500	39896000
hg38	transcription	ts	chr19	39897845	39897898
hg38	transcription	ts	chr19	39883676	39883754
hg38	transcription	ts	chr19	39884382	39884518
hg38	transcription	ts	chr19	39901639	39901696
hg38	transcription	ts	chr19	39885638	39885702
hg38	transcription	ts	chr19	39888721	39888778
hg38	transcription	ts	chr19	39888945	39889086
hg38	transcription	ts	chr19	40028260	40056209
hg38	transcription	ts	chr19	40069152	40090938
hg38	transcription	ts	chr19	40216058	40218399
hg38	transcription	ts	chr19	40222208	40226690
hg38	transcription	ts	chr19	40230317	40285536
hg38	transcription	ts	chr19	40319536	40348527
hg38	transcription	ts	chr19	40379271	40390187
hg38	transcription	ts	chr19	40393768	40413366
hg38	transcription	ts	chr19	40421592	40426025
hg38	transcription	ts	chr19	40440844	40444705
hg38	transcription	ts	chr19	40447789	40465840
hg38	transcription	ts	chr19	40666691	40690972
hg38	transcription	ts	chr19	40691529	40718207
hg38	transcription	ts	chr19	40740856	40751553
hg38	transcription	ts	chr19	40843538	40850447
hg38	transcription	ts	chr19	40875439	40882752
hg38	transcription	ts	chr19	41301587	41353911
hg38	transcription	ts	chr19	41354421	41364173
hg38	transcription	ts	chr19	41386374	41397479
hg38	transcription	ts	chr19	41425359	41428730
hg38	transcription	ts	chr19	41431318	41440717
hg38	transcription	ts	chr19	41618971	41627074
hg38	transcription	ts	chr19	41673307	41706976
hg38	transcription	ts	chr19	41837074	41844697
hg38	transcription	ts	chr19	41956681	41959390
hg38	transcription	ts	chr19	41966582	41997497
hg38	transcription	ts	chr19	41998321	42069498
hg38	transcription	ts	chr19	42086111	42196585
hg38	transcription	ts	chr19	42198598	42220140
hg38	transcription	ts	chr19	42230186	42242625
hg38	transcription	ts	chr19	42234583	42255132
hg38	transcription	ts	chr19	42247572	42255157
hg38	transcription	ts	chr19	42297033	42303546
hg38	transcription	ts	chr19	42387019	42390287
hg38	transcription	ts	chr19	42401507	42427426
hg38	transcription	ts	chr19	42428288	42443048
hg38	transcription	ts	chr19	42507304	42561234
hg38	transcription	ts	chr19	42580241	42595055
hg38	transcription	ts	chr19	42721638	42740569
hg38	transcription	ts	chr19	42752686	42855691
hg38	transcription	ts	chr19	42866464	42879822
hg38	transcription	ts	chr19	42902079	42919563
hg38	transcription	ts	chr19	43007656	43026512
hg38	transcription	ts	chr19	43064211	43083045
hg38	transcription	ts	chr19	43166256	43186536
hg38	transcription	ts	chr19	43192702	43207299
hg38	transcription	ts	chr19	43211791	43269530
hg38	transcription	ts	chr19	43460787	43465660
hg38	transcription	ts	chr19	43474954	43504935
hg38	transcription	ts	chr19	43506719	43527244
hg38	transcription	ts	chr19	43543040	43580473
hg38	transcription	ts	chr19	43554692	43593036
hg38	transcription	ts	chr19	43584369	43596135
hg38	transcription	ts	chr19	43607219	43619874
hg38	transcription	ts	chr19	43622368	43639839
hg38	transcription	ts	chr19	43646095	43670547
hg38	transcription	ts	chr19	43731149	43754990
hg38	transcription	ts	chr19	43766533	43781257
hg38	transcription	ts	chr19	43795929	43827206
hg38	transcription	ts	chr19	43872363	43901385
hg38	transcription	ts	chr19	43912629	43935278
hg38	transcription	ts	chr19	44228729	44305046
hg38	transcription	ts	chr19	44326555	44367217
hg38	transcription	ts	chr19	44329695	44401608
hg38	transcription	ts	chr19	44382297	44401608
hg38	transcription	ts	chr19	44417519	44448578
hg38	transcription	ts	chr19	44475637	44500524
hg38	transcription	ts	chr19	44950044	44954007
hg38	transcription	ts	chr19	45071500	45076588
hg38	transcription	ts	chr19	45149750	45160150
hg38	transcription	ts	chr19	45162928	45178237
hg38	transcription	ts	chr19	45212621	45234211
hg38	transcription	ts	chr19	45306414	45322977
hg38	transcription	ts	chr19	45349837	45370918
hg38	transcription	ts	chr19	45379634	45406349
hg38	transcription	ts	chr19	45407333	45478828
hg38	transcription	ts	chr19	45485289	45497061
hg38	transcription	ts	chr19	45527427	45602212
hg38	transcription	ts	chr19	45589764	45602208
hg38	transcription	ts	chr19	45606994	45645629
hg38	transcription	ts	chr19	45687454	45692569
hg38	transcription	ts	chr19	45710629	45730904
hg38	transcription	ts	chr19	45764785	45769226
hg38	transcription	ts	chr19	45769717	45782552
hg38	transcription	ts	chr19	45779437	45785973
hg38	transcription	ts	chr19	45782947	45792802
hg38	transcription	ts	chr19	45795710	45815319
hg38	transcription	ts	chr19	45815410	45863290
hg38	transcription	ts	chr19	45883608	45886118
hg38	transcription	ts	chr19	45890020	45902604
hg38	transcription	ts	chr19	45913217	45914778
hg38	transcription	ts	chr19	45933734	45973546
hg38	transcription	ts	chr19	46019153	46023065
hg38	transcription	ts	chr19	46039748	46077118
hg38	transcription	ts	chr19	46120071	46124674
hg38	transcription	ts	chr19	46410372	46413584
hg38	transcription	ts	chr19	46466491	46471563
hg38	transcription	ts	chr19	46480796	46601200
hg38	transcription	ts	chr19	46486906	46496498
hg38	transcription	ts	chr19	46547056	46600861
hg38	transcription	ts	chr19	46620468	46625118
hg38	transcription	ts	chr19	46634076	46634685
hg38	transcription	ts	chr19	46647612	46661138
hg38	transcription	ts	chr19	46674275	46717127
hg38	transcription	ts	chr19	46719507	46746994
hg38	transcription	ts	chr19	46774883	46788594
hg38	transcription	ts	chr19	46838136	46850992
hg38	transcription	ts	chr19	47045907	47048630
hg38	transcription	ts	chr19	47064187	47113752
